192.31.231.63 - - [30/Sep/1997:00:00:00 -0700] "GET /sunworldonline/icons/toc-table.feat2.gif HTTP/1.0" 200 1739 "http://www.sun.com/sunworldonline/" "Mozilla/4.02 [en] (X11; I; SunOS 5.5.1 sun4u)"
192.31.231.63 - - [30/Sep/1997:00:00:01 -0700] "GET /sunworldonline/icons/b-new.gif HTTP/1.0" 200 305 "http://www.sun.com/sunworldonline/" "Mozilla/4.02 [en] (X11; I; SunOS 5.5.1 sun4u)"
204.29.186.44 - - [30/Sep/1997:00:00:02 -0700] "GET /service HTTP/1.0" 302 213 "-" "Netscape-Proxy/3.5 (Batch update)"
195.174.132.140 - - [30/Sep/1997:00:00:03 -0700] "HEAD /mars/mpf/marswatch/marswatchimages/dp_may-04.jpg HTTP/1.0" 200 91228 "http://www.sun.com:80/mars/mpf/marswatch/mw050497dp.html" "Wget/1.4.5"
192.31.231.63 - - [30/Sep/1997:00:00:04 -0700] "GET /sunworldonline/icons/i-eye.gif HTTP/1.0" 200 1432 "http://www.sun.com/sunworldonline/" "Mozilla/4.02 [en] (X11; I; SunOS 5.5.1 sun4u)"
193.159.38.82 - - [30/Sep/1997:00:00:05 -0700] "GET /share/images/foot-softsols.gif HTTP/1.0" 200 1591 "http://www.sun.com/java/sw.html" "Mozilla/4.01 [de] (Win95; I)"
132.241.248.75 - - [30/Sep/1997:00:00:06 -0700] "GET /sunsoft/images/productindex.gif HTTP/1.0" 302 237 "http://www.sun.com/studio/registration.cgi" "Mozilla/4.03 [en] (Win95; I)"
193.159.38.82 - - [30/Sep/1997:00:00:07 -0700] "GET /share/images/foot-sales.gif HTTP/1.0" 200 1795 "http://www.sun.com/java/sw.html" "Mozilla/4.01 [de] (Win95; I)"
192.31.231.63 - - [30/Sep/1997:00:00:08 -0700] "GET /sunworldonline/icons/updated.gif HTTP/1.0" 200 1211 "http://www.sun.com/sunworldonline/" "Mozilla/4.02 [en] (X11; I; SunOS 5.5.1 sun4u)"
