N|N0003|200106|ABT|13|22|5931|5022032|2104696|2857541|26000|808801|969088|482369|496977|114368|0.0047|||||||||
N|N0003|200106|ABT|13|23|1365|3846470|1686323|2090798|27700|426258|756389|337086|489265|93500|0.0039|||||||||
N|N0003|200106|ABT|13|24|338|1974352|652512|1235245|15300|143900|506207|194826|281800|97612|-0.0109|||||||||
N|N0003|200106|ABT|14|21|15498|2742973|1632967|1072834|23300|156760|325497|232865|334396|44116|0.0151|||||||||
N|N0003|200106|ABT|14|22|6146|5661594|3431924|2138454|47600|250062|593240|454155|744772|131798|0.0204|||||||||
N|N0003|200106|ABT|14|23|1400|3985909|2682512|1242897|17200|98856|289796|265621|495412|98269|0.0363|||||||||
N|N0003|200106|ABT|14|24|259|1562664|969584|554280|1900|29900|190780|76800|169300|84400|0.0087|||||||||
N|N0003|200106|ABT|15|21|8067|1539731|1240226|279431|3200|15795|52970|60015|110003|40077|-0.0166|||||||||
N|N0003|200106|ABT|15|22|3309|2931716|2410885|459799|5100|30785|74664|76148|192159|76155|-0.0102|||||||||
N|N0003|200106|ABT|15|23|787|2288547|1612566|528566|4000|11418|57801|92100|212080|139267|-0.0108|||||||||
N|N0003|200106|ABT|15|24|244|1430546|747749|480402|4600|2900|38300|51100|200802|133900|0.0157|||||||||
N|N0003|200106|ACA|11|21|45|11490|0|11490|0|2845|7495|100|1050|0|0.0908|0.0946|5052|0.0146|17|6438|22|||
N|N0003|200106|ACA|11|22|26|20779|0|20779|0|10960|7319|1500|1000|0|0.0681|0.0892|4790|0.014|23|15389|13|600|0.0517|18
N|N0003|200106|ACA|11|23|2|4900|0|4900|0|0|4900|0|0|0|0.0618|0.0559||||4900|14|||
N|N0003|200106|ACA|12|21|5|1845|0|1845|0|800|1045|0|0|0|0.0024|0.0457|220|0.02|18|1625|10|||
N|N0003|200106|ACA|12|22|26|23215|800|21615|0|4765|12150|1900|1000|0|0.0592|0.0752|800|0.01|28|20815|273|||
N|N0003|200106|ACA|12|23|4|8200|1800|6400|0|1300|2200|0|0|2200|0.0098|0.1434||||5400|995|1000|0.05|14
N|N0003|200106|ACA|12|24|2|10560|0|5360|0|0|2060|0|2000|0|-0.0476|0.0567||||5360|1103|||
N|N0003|200106|ACA|13|21|14|3671|200|1971|0|0|0|0|100|0|-0.0253|||||||||
N|N0003|200106|ACA|13|22|33|33121|1000|14051|0|1000|500|0|0|3800|-0.0707|||||||||
N|N0003|200106|ACA|13|23|8|23900|6700|7100|0|0|100|0|2900|1000|-0.0127|||||||||
N|N0003|200106|ACA|13|24|4|23120|13120|3400|0|0|0|0|0|0|-0.1359|||||||||
N|N0003|200106|ACA|14|21|5|1100|100|300|0|0|0|0|0|0|-0.08|||||||||
N|N0003|200106|ACA|14|22|6|6800|1700|2000|0|0|0|0|0|0|-0.0395|||||||||
N|N0003|200106|ACA|14|23|1|2500|0|0|0|0|0|0|0|0|0|||||||||
N|N0003|200106|ACA|14|24|1|5000|0|0|0|0|0|0|0|0|0|||||||||
N|N0003|200106|ACA|15|22|3|3900|0|0|0|0|0|0|0|0|0|||||||||
